to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
0x-boring-security,402.437,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Boring Security"", ""application_url"": ""https://octant.app/project/Epoch 3/0x52C45Bab6d0827F44a973899666D9Cd18Fd90bCF"", ""token_amount"": 0.1337, ""token_unit"": ""ETH""}"
dao-drops-dorgtech,24.080000000000002,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""DAO Drops"", ""application_url"": ""https://octant.app/project/Epoch 3/0x1c01595f9534E33d411035AE99a4317faeC4f6Fe"", ""token_amount"": 0.008, ""token_unit"": ""ETH""}"
drips-network,317.555,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""drips-network"", ""application_url"": ""https://octant.app/project/Epoch 3/0xcC7d34C76A9d08aa0109F7Bae35f29C1CE35355A"", ""token_amount"": 0.1055, ""token_unit"": ""ETH""}"
,3.913,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""ETH Daily"", ""application_url"": ""https://octant.app/project/Epoch 3/0xEB40A065854bd90126A4E697aeA0976BA51b2eE7"", ""token_amount"": 0.0013, ""token_unit"": ""ETH""}"
ethereum-attestation-service,287.455,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Ethereum Attestation Service"", ""application_url"": ""https://octant.app/project/Epoch 3/0xBCA48834b3653ec795411EB0FCBE4038F8527d62"", ""token_amount"": 0.0955, ""token_unit"": ""ETH""}"
ethereum-cat-herders,285.047,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Ethereum Cat Herders"", ""application_url"": ""https://octant.app/project/Epoch 3/0x02Cb3C150BEdca124d0aE8CcCb72fefbe705c953"", ""token_amount"": 0.0947, ""token_unit"": ""ETH""}"
ethstaker,191.135,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""EthStaker"", ""application_url"": ""https://octant.app/project/Epoch 3/0xF01CEe26213d1A6eaF16422241AE81f7C17B9f98"", ""token_amount"": 0.0635, ""token_unit"": ""ETH""}"
fundingthecommons,319.06,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Funding the Commons"", ""application_url"": ""https://octant.app/project/Epoch 3/0x576edCed7475D8F64a5e2D5227c93Ca57d7f5d20"", ""token_amount"": 0.106, ""token_unit"": ""ETH""}"
1hive,1.5050000000000001,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Gardens"", ""application_url"": ""https://octant.app/project/Epoch 3/0x809C9f8dd8CA93A41c3adca4972Fa234C28F7714"", ""token_amount"": 0.0005, ""token_unit"": ""ETH""}"
gitcoin,634.809,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Gitcoin"", ""application_url"": ""https://octant.app/project/Epoch 3/0xde21F729137C5Af1b01d73aF1dC21eFfa2B8a0d6"", ""token_amount"": 0.2109, ""token_unit"": ""ETH""}"
giveth,40057.381,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Giveth"", ""application_url"": ""https://octant.app/project/Epoch 3/0x6e8873085530406995170Da467010565968C7C62"", ""token_amount"": 13.3081, ""token_unit"": ""ETH""}"
glo-foundation,442.46999999999997,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Glo Dollar"", ""application_url"": ""https://octant.app/project/Epoch 3/0x8c89a6bf53cCF63e7B4465Cc1b1330723B4BdcB7"", ""token_amount"": 0.147, ""token_unit"": ""ETH""}"
growthepie,157159.324,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""GrowThePie"", ""application_url"": ""https://octant.app/project/Epoch 3/0x9438b8B447179740cD97869997a2FCc9b4AA63a2"", ""token_amount"": 52.2124, ""token_unit"": ""ETH""}"
hypercerts,83510.343,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Hypercerts"", ""application_url"": ""https://octant.app/project/Epoch 3/0x2DCDF80f439843D7E0aD1fEF9E7a439B7917eAc9"", ""token_amount"": 27.7443, ""token_unit"": ""ETH""}"
l2beat,420.196,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""L2BEAT"", ""application_url"": ""https://octant.app/project/Epoch 3/0x0cbF31Ef6545EE30f47651D1A991Bf0aeB03DF29"", ""token_amount"": 0.1396, ""token_unit"": ""ETH""}"
metagame-metafam,383.47400000000005,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""MetaGame"", ""application_url"": ""https://octant.app/project/Epoch 3/0x3455FbB4D34C6b47999B66c83aA7BD8FDDade638"", ""token_amount"": 0.1274, ""token_unit"": ""ETH""}"
metagov,16.855999999999998,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""MetaGov"", ""application_url"": ""https://octant.app/project/Epoch 3/0x9be7267002CAD0b8501f7322d50612CB13788Bcf"", ""token_amount"": 0.0056, ""token_unit"": ""ETH""}"
nicenode,156899.56100000002,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""NiceNode"", ""application_url"": ""https://octant.app/project/Epoch 3/0x9cce47E9cF12C6147c9844adBB81fE85880c4df4"", ""token_amount"": 52.1261, ""token_unit"": ""ETH""}"
opensource-observer,839.7900000000001,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Open Source Observer"", ""application_url"": ""https://octant.app/project/Epoch 3/0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05"", ""token_amount"": 0.279, ""token_unit"": ""ETH""}"
pairwise-general-magic,22.876,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Pairwise"", ""application_url"": ""https://octant.app/project/Epoch 3/0xd1B8dB70Ded72dB850713b2ce7e1A4FfAfAD95d1"", ""token_amount"": 0.0076, ""token_unit"": ""ETH""}"
givepraise,27.391000000000002,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Praise"", ""application_url"": ""https://octant.app/project/Epoch 3/0x0B7246eF74Ca7b37Fdc3D15be4f0b49876622F95"", ""token_amount"": 0.0091, ""token_unit"": ""ETH""}"
protocol-guild,232870.456,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Protocol Guild"", ""application_url"": ""https://octant.app/project/Epoch 3/0xF6CBDd6Ea6EC3C4359e33de0Ac823701Cc56C6c4"", ""token_amount"": 77.3656, ""token_unit"": ""ETH""}"
,43.344,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""ReFi DAO"", ""application_url"": ""https://octant.app/project/Epoch 3/0x7340F1a1e4e38F43d2FCC85cdb2b764de36B40c0"", ""token_amount"": 0.0144, ""token_unit"": ""ETH""}"
revoke-cash,303.408,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Revoke.cash"", ""application_url"": ""https://octant.app/project/Epoch 3/0xe126b3E5d052f1F575828f61fEBA4f4f2603652a"", ""token_amount"": 0.1008, ""token_unit"": ""ETH""}"
rotki,59463.452999999994,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Rotki"", ""application_url"": ""https://octant.app/project/Epoch 3/0x9531C059098e3d194fF87FebB587aB07B30B1306"", ""token_amount"": 19.7553, ""token_unit"": ""ETH""}"
shutter-network,156433.312,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Shielded Voting"", ""application_url"": ""https://octant.app/project/Epoch 3/0xB476Ee7D610DAe7B23B671EBC7Bd6112E9772969"", ""token_amount"": 51.9712, ""token_unit"": ""ETH""}"
etheralpha,7.223999999999999,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""StateOfEth"", ""application_url"": ""https://octant.app/project/Epoch 3/0x0194325BF525Be0D4fBB0856894cEd74Da3B8356"", ""token_amount"": 0.0024, ""token_unit"": ""ETH""}"
tor-project,1176.6090000000002,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Tor Project"", ""application_url"": ""https://octant.app/project/Epoch 3/0x15c941a44a343B8c46a28F2BB9aFc7a54E255A4f"", ""token_amount"": 0.3909, ""token_unit"": ""ETH""}"
web3,98100.41500000001,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Web3.js"", ""application_url"": ""https://octant.app/project/Epoch 3/0x4C6fd545fc18C6538eC304Ae549717CA58f0D6eb"", ""token_amount"": 32.5915, ""token_unit"": ""ETH""}"
web3py-ethereum,97340.691,2024-04-30,octant-golemfoundation,epoch_3,"{""application_name"": ""Web3.py"", ""application_url"": ""https://octant.app/project/Epoch 3/0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537"", ""token_amount"": 32.3391, ""token_unit"": ""ETH""}"
